productType,brand,yearOfManufacture,conditionId,warrantyPolicy,mileage,rangePerCharge,batteryCapacity,batteryType,chargeCycles,batteryLifespan,maxSpeed,color,chargeTime,compatibleVehicle,FINAL_SALE_PRICE
bike,Giant,2024,2,Bảo hành đại lý,10996.0,57.0,18 Ah,Lithium-ion,285.0,,21,Đen,,,15865000
bike,Pega,2021,3,Hết bảo hành,17953,48.0,15 Ah,Lithium-ion,581,,34,Xanh,,,11681000
bike,Pega,2022,3,Hết bảo hành,18520,69.0,21 Ah,Lithium-ion,469.0,,26.0,Đỏ,,,16645000
bike,Pega,2023,1,Còn bảo hành chính hãng,11211,59.0,18 Ah,Lithium-ion,169.0,,20,Trắng,,,15609000
bike,Yamaha,2023,1,Còn bảo hành chính hãng,14863,64,20 Ah,Lithium-ion,183,,31,Đen,,,16707000
bike,Asama,2024,1,Còn bảo hành chính hãng,11025.0,56.0,17 Ah,Lithium-ion,166.0,,33,Đen,,,15456000
bike,Giant,2019,4,Hết bảo hành,18274,40,12 Ah,Lithium-ion,795.0,,22,Đen,,,5501000
bike,Giant,2025,2,Bảo hành đại lý,13164,60,19 Ah,Lithium-ion,128.0,,29.0,Đỏ,,,16603000
bike,Pega,2019,4,Hết bảo hành,19352,38.0,12 Ah,Lithium-ion,732,,27.0,Đen,,,5980000
bike,Bridgestone,2021,3,Hết bảo hành,13778.0,76.0,23 Ah,Lithium-ion,539.0,,28.0,Vàng,,,15757000
bike,Giant,2024,1,Còn bảo hành chính hãng,10738.0,75.0,23 Ah,Lithium-ion,175.0,,26.0,Bạc,,,21832000
bike,Xiaomi,2022,2,Bảo hành đại lý,13164,57.0,18 Ah,Lithium-ion,309.0,,28.0,Trắng,,,15391000
bike,Yamaha,2020,4,Hết bảo hành,16442,37.0,12 Ah,Lithium-ion,645.0,,23,Đen,,,5988000
bike,Pega,2023,2,Bảo hành đại lý,10738.0,53,16 Ah,Lithium-ion,196.0,,28.0,Đen,,,15206000
bike,Asama,2022,3,Hết bảo hành,17953,48.0,15 Ah,Lithium-ion,425.0,,27.0,Đen,,,13190000
bike,Xiaomi,2024,1,Còn bảo hành chính hãng,2317.0,62,20 Ah,Lithium-ion,132,,24,Xanh,,,18029000
bike,Bridgestone,2020,4,Hết bảo hành,19352,41,13 Ah,Lithium-ion,737.0,,31,Đỏ,,,6475000
bike,Yamaha,2025,1,Còn bảo hành chính hãng,3464,57.0,18 Ah,Lithium-ion,117.0,,30,Đỏ,,,16550000
bike,Bridgestone,2021,3,Hết bảo hành,18520,57.0,18 Ah,Lithium-ion,602,,26.0,Đen,,,12224000
bike,Pega,2022,2,Bảo hành đại lý,14863,63,20 Ah,Lithium-ion,332,,33,Trắng,,,17965000
bike,Pega,2025,2,Bảo hành đại lý,12028.0,63,20 Ah,Lithium-ion,225.0,,34,Đen,,,16738000
bike,Xiaomi,2019,4,Hết bảo hành,19253,39.0,13 Ah,Lithium-ion,652,,23,Bạc,,,6650000
bike,Asama,2021,4,Hết bảo hành,19253,45.0,14 Ah,Lithium-ion,798.0,,24,Xanh,,,7550000
bike,Asama,2025,1,Còn bảo hành chính hãng,2317.0,73,22 Ah,Lithium-ion,141,,30,Đỏ,,,21092000
bike,Pega,2023,1,Bảo hành đại lý,10884,56.0,17 Ah,Lithium-ion,169.0,,23,Đen,,,15448000
bike,Asama,2024,2,Bảo hành đại lý,12386.0,77.0,24 Ah,Lithium-ion,276.0,,30,Xanh,,,21568000
bike,Yamaha,2025,1,Bảo hành đại lý,14986.0,63,20 Ah,Lithium-ion,169.0,,25.0,Đen,,,17700000
bike,Giant,2022,2,Hết bảo hành,15830,73,22 Ah,Lithium-ion,313,,33,Đỏ,,,18474000
bike,Yamaha,2018,4,Hết bảo hành,19352,37.0,12 Ah,Lithium-ion,680,,33,Đen,,,5288000
bike,Bridgestone,2025,1,Còn bảo hành chính hãng,412,77.0,24 Ah,Lithium-ion,132,,24,Đen,,,21297000
bike,Pega,2025,2,Bảo hành đại lý,5006.0,54,16 Ah,Lithium-ion,226.0,,32,Xanh,,,13936000
bike,Xiaomi,2023,1,Bảo hành đại lý,13164,65.0,20 Ah,Lithium-ion,139.0,,22,Đen,,,17965000
bike,Asama,2021,3,Hết bảo hành,15263,73,23 Ah,Lithium-ion,410,,24,Trắng,,,17202000
bike,Bridgestone,2024,1,Còn bảo hành chính hãng,11894,43,13 Ah,Lithium-ion,231,,29.0,Trắng,,,12932000
bike,Yamaha,2021,3,Hết bảo hành,18520,64,20 Ah,Lithium-ion,599.0,,28.0,Trắng,,,14867000
bike,Bridgestone,2022,2,Bảo hành đại lý,10884,52,16 Ah,Lithium-ion,308.0,,28.0,Bạc,,,14524000
bike,Giant,2020,4,Hết bảo hành,19352,55.0,17 Ah,Lithium-ion,793,,27.0,Đen,,,8261000
bike,Yamaha,2024,1,Còn bảo hành chính hãng,12175.0,58.0,18 Ah,Lithium-ion,122,,32,Đen,,,16930000
bike,Asama,2025,1,Bảo hành đại lý,10738.0,60,18 Ah,Lithium-ion,221,,34,Đen,,,15886000
bike,Xiaomi,2019,3,Hết bảo hành,16442,52,16 Ah,Lithium-ion,545.0,,25.0,Đỏ,,,10729000
bike,Pega,2025,1,Bảo hành đại lý,12028.0,64,20 Ah,Lithium-ion,166.0,,30,Bạc,,,17855000
bike,Pega,2020,4,Hết bảo hành,18274,47.0,15 Ah,Lithium-ion,736.0,,23,Trắng,,,8176000
bike,Giant,2021,3,Hết bảo hành,17521,45.0,14 Ah,Lithium-ion,507.0,,33,Xanh,,,10488000
bike,Giant,2024,1,Còn bảo hành chính hãng,5006.0,78.0,24 Ah,Lithium-ion,108.0,,25.0,Đen,,,21287000
bike,Asama,2023,1,Bảo hành đại lý,1015.0,43,13 Ah,Lithium-ion,183,,21,Đỏ,,,13337000
bike,Bridgestone,2021,4,Hết bảo hành,17953,37.0,12 Ah,Lithium-ion,793,,30,Đen,,,6060000
bike,Asama,2020,4,Hết bảo hành,19253,60,19 Ah,Lithium-ion,736.0,,29.0,Trắng,,,9744000
bike,Yamaha,2024,1,Còn bảo hành chính hãng,4553,59.0,18 Ah,Lithium-ion,169.0,,26.0,Đỏ,,,16238000
bike,Yamaha,2025,1,Còn bảo hành chính hãng,2317.0,65.0,20 Ah,Lithium-ion,166.0,,34,Xanh,,,18023000
bike,Yamaha,2019,3,Hết bảo hành,15667.0,48.0,15 Ah,Lithium-ion,599.0,,26.0,Bạc,,,10777000
bike,Giant,2020,4,Hết bảo hành,18520,60,19 Ah,Lithium-ion,733,,22,Trắng,,,9678000
bike,Pega,2023,2,Bảo hành đại lý,14275.0,48.0,15 Ah,Lithium-ion,225.0,,23,Đen,,,14725000
bike,Pega,2023,1,Bảo hành đại lý,14863,52,16 Ah,Lithium-ion,208.0,,32,Trắng,,,15383000
bike,Xiaomi,2020,4,Hết bảo hành,18520,57.0,18 Ah,Lithium-ion,795.0,,31,Đen,,,8767000
bike,Xiaomi,2025,1,Còn bảo hành chính hãng,2477.0,64,20 Ah,Lithium-ion,108.0,,31,Đen,,,18471000
bike,Asama,2019,4,Hết bảo hành,16442,41,13 Ah,Lithium-ion,798.0,,32,Vàng,,,6475000
bike,Giant,2024,1,Còn bảo hành chính hãng,4107.0,54,17 Ah,Lithium-ion,155.0,,23,Đỏ,,,15170000
bike,Xiaomi,2022,3,Hết bảo hành,15263,57.0,18 Ah,Lithium-ion,545.0,,25.0,Xanh,,,13106000
bike,Pega,2020,4,Hết bảo hành,18274,45.0,14 Ah,Lithium-ion,799.0,,33,Đỏ,,,7050000
bike,Yamaha,2023,2,Bảo hành đại lý,14521,57.0,18 Ah,Lithium-ion,285.0,,29.0,Trắng,,,15510000
bike,Bridgestone,2024,1,Bảo hành đại lý,3464,70,21 Ah,Lithium-ion,157.0,,30,Đỏ,,,20088000
bike,Yamaha,2023,1,Bảo hành đại lý,11025.0,57.0,18 Ah,Lithium-ion,181,,30,Đen,,,16139000
bike,Xiaomi,2022,2,Bảo hành đại lý,13164,49.0,15 Ah,Lithium-ion,334,,28.0,Đen,,,13936000
bike,Asama,2025,2,Bảo hành đại lý,14275.0,64,20 Ah,Lithium-ion,183,,28.0,Trắng,,,17855000
bike,Pega,2020,3,Hết bảo hành,15830,47.0,14 Ah,Lithium-ion,646.0,,29.0,Xanh,,,8176000
bike,Giant,2021,3,Hết bảo hành,15667.0,72,22 Ah,Lithium-ion,511,,27.0,Đen,,,16738000
bike,Giant,2023,2,Bảo hành đại lý,12386.0,75.0,23 Ah,Lithium-ion,276.0,,28.0,Bạc,,,20088000
bike,Bridgestone,2018,4,Hết bảo hành,18520,38.0,12 Ah,Lithium-ion,799.0,,22,Đen,,,5288000
bike,Yamaha,2025,1,Bảo hành đại lý,10884,47.0,14 Ah,Lithium-ion,225.0,,26.0,Trắng,,,13500000
bike,Asama,2021,3,Hết bảo hành,15830,64,20 Ah,Lithium-ion,425.0,,33,Xanh,,,17066000
bike,Bridgestone,2022,3,Hết bảo hành,17521,57.0,18 Ah,Lithium-ion,493,,31,Đen,,,13781000
bike,Bridgestone,2021,3,Hết bảo hành,17953,57.0,18 Ah,Lithium-ion,545.0,,27.0,Đen,,,13190000
bike,Giant,2024,1,Còn bảo hành chính hãng,2477.0,54,17 Ah,Lithium-ion,117.0,,34,Đen,,,15448000
bike,Xiaomi,2020,3,Hết bảo hành,17953,68.0,21 Ah,Lithium-ion,601,,26.0,Vàng,,,13797000
bike,Asama,2023,1,Còn bảo hành chính hãng,12175.0,70,22 Ah,Lithium-ion,181,,34,Trắng,,,20177000
bike,Asama,2025,2,Bảo hành đại lý,12028.0,56.0,17 Ah,Lithium-ion,268.0,,23,Xanh,,,14890000
bike,Xiaomi,2024,1,Còn bảo hành chính hãng,13367.0,77.0,24 Ah,Lithium-ion,196.0,,26.0,Bạc,,,20917000
bike,Giant,2023,1,Còn bảo hành chính hãng,11211,65.0,20 Ah,Lithium-ion,128.0,,25.0,Đỏ,,,18544000
bike,Yamaha,2023,1,Bảo hành đại lý,10884,59.0,18 Ah,Lithium-ion,199.0,,30,Đen,,,16238000
bike,Xiaomi,2021,4,Hết bảo hành,19352,60,19 Ah,Lithium-ion,793,,24,Xanh,,,9744000
bike,Bridgestone,2025,1,Còn bảo hành chính hãng,12386.0,70,22 Ah,Lithium-ion,221,,28.0,Đen,,,20088000
bike,Pega,2023,1,Còn bảo hành chính hãng,4553,68.0,21 Ah,Lithium-ion,169.0,,26.0,Đen,,,18872000
bike,Giant,2024,2,Bảo hành đại lý,13164,52,16 Ah,Lithium-ion,264,,31,Trắng,,,14890000
bike,Asama,2020,3,Hết bảo hành,15830,43,13 Ah,Lithium-ion,798.0,,27.0,Đen,,,7312000
bike,Giant,2020,4,Hết bảo hành,19253,56.0,17 Ah,Lithium-ion,799.0,,30,Đỏ,,,8176000
bike,Pega,2022,2,Còn bảo hành chính hãng,13164,47.0,14 Ah,Lithium-ion,256.0,,31,Đỏ,,,14330000
bike,Xiaomi,2024,2,Bảo hành đại lý,14521,69.0,21 Ah,Lithium-ion,285.0,,26.0,Đen,,,18872000
bike,Yamaha,2021,4,Hết bảo hành,17521,41,13 Ah,Lithium-ion,799.0,,27.0,Bạc,,,6475000
bike,Bridgestone,2022,3,Hết bảo hành,15263,62,20 Ah,Lithium-ion,425.0,,31,Đen,,,16812000
bike,Bridgestone,2023,1,Còn bảo hành chính hãng,12175.0,72,23 Ah,Lithium-ion,181,,34,Đen,,,20177000
bike,Yamaha,2024,1,Bảo hành đại lý,14863,70,21 Ah,Lithium-ion,225.0,,28.0,Xanh,,,19779000
bike,Bridgestone,2021,3,Hết bảo hành,15667.0,58.0,18 Ah,Lithium-ion,511,,34,Trắng,,,13797000
bike,Xiaomi,2025,1,Còn bảo hành chính hãng,5063,60,18 Ah,Lithium-ion,155.0,,26.0,Đen,,,16550000
bike,Asama,2021,4,Hết bảo hành,18274,47.0,15 Ah,Lithium-ion,736.0,,29.0,Đỏ,,,7050000
bike,Asama,2024,1,Còn bảo hành chính hãng,3464,77.0,24 Ah,Lithium-ion,122,,33,Trắng,,,21297000
bike,Xiaomi,2022,3,Hết bảo hành,19253,38.0,12 Ah,Lithium-ion,602,,26.0,Đỏ,,,5980000
bike,Giant,2021,3,Hết bảo hành,18520,73,23 Ah,Lithium-ion,646.0,,23,Đen,,,16738000
bike,Giant,2024,1,Còn bảo hành chính hãng,4553,72,22 Ah,Lithium-ion,141,,34,Bạc,,,19875000
bike,Giant,2023,1,Bảo hành đại lý,10884,70,21 Ah,Lithium-ion,196.0,,31,Đen,,,19446000
bike,Bridgestone,2021,4,Hết bảo hành,17953,50,15 Ah,Lithium-ion,793,,32,Trắng,,,7580000
bike,Yamaha,2023,1,Bảo hành đại lý,12386.0,47.0,14 Ah,Lithium-ion,183,,33,Đen,,,13936000
bike,Pega,2025,1,Bảo hành đại lý,14890,60,19 Ah,Lithium-ion,169.0,,29.0,Đen,,,16738000
bike,Giant,2021,3,Hết bảo hành,16442,38.0,12 Ah,Lithium-ion,601,,34,Đen,,,6650000
bike,Giant,2024,2,Bảo hành đại lý,13164,59.0,18 Ah,Lithium-ion,208.0,,29.0,Đỏ,,,16139000
bike,Yamaha,2022,4,Hết bảo hành,19253,60,18 Ah,Lithium-ion,737.0,,30,Trắng,,,8767000
bike,Pega,2024,1,Còn bảo hành chính hãng,5006.0,47.0,14 Ah,Lithium-ion,108.0,,30,Đen,,,13745000
bike,Asama,2021,4,Hết bảo hành,15830,72,23 Ah,Lithium-ion,798.0,,27.0,Đỏ,,,13337000
bike,Pega,2022,3,Hết bảo hành,15667.0,59.0,18 Ah,Lithium-ion,448.0,,29.0,Đỏ,,,14890000
bike,Xiaomi,2024,1,Còn bảo hành chính hãng,12028.0,49.0,15 Ah,Lithium-ion,157.0,,22,Đen,,,14725000
bike,Giant,2025,1,Còn bảo hành chính hãng,14863,73,22 Ah,Lithium-ion,169.0,,25.0,Xanh,,,20177000
bike,Yamaha,2020,4,Hết bảo hành,17521,46.0,14 Ah,Lithium-ion,652,,20,Xanh,,,7050000
bike,Yamaha,2024,1,Bảo hành đại lý,11894,68.0,21 Ah,Lithium-ion,176.0,,30,Đen,,,19672000
bike,Pega,2020,4,Hết bảo hành,16442,52,16 Ah,Lithium-ion,645.0,,29.0,Trắng,,,8261000
bike,Asama,2020,3,Hết bảo hành,17953,69.0,21 Ah,Lithium-ion,795.0,,27.0,Đen,,,12745000
bike,Giant,2020,4,Hết bảo hành,18274,37.0,12 Ah,Lithium-ion,736.0,,33,Đen,,,5519000
bike,Yamaha,2025,1,Còn bảo hành chính hãng,13367.0,69.0,21 Ah,Lithium-ion,128.0,,23,Đỏ,,,19974000
bike,Bridgestone,2022,2,Bảo hành đại lý,15263,70,22 Ah,Lithium-ion,334,,24,Xanh,,,18985000
bike,Xiaomi,2023,1,Bảo hành đại lý,14890,76.0,23 Ah,Lithium-ion,199.0,,27.0,Trắng,,,20917000
bike,Giant,2025,1,Bảo hành đại lý,14863,49.0,15 Ah,Lithium-ion,155.0,,26.0,Đỏ,,,14285000
bike,Pega,2023,1,Còn bảo hành chính hãng,3464,78.0,24 Ah,Lithium-ion,142,,34,Bạc,,,21568000
bike,Asama,2021,3,Hết bảo hành,17521,65.0,20 Ah,Lithium-ion,545.0,,22,Trắng,,,15391000
bike,Xiaomi,2025,1,Còn bảo hành chính hãng,2317.0,47.0,14 Ah,Lithium-ion,166.0,,26.0,Đen,,,13500000
bike,Asama,2024,1,Bảo hành đại lý,12175.0,75.0,23 Ah,Lithium-ion,108.0,,33,Đỏ,,,20917000
bike,Bridgestone,2019,4,Hết bảo hành,17521,43,13 Ah,Lithium-ion,680,,29.0,Đen,,,6475000
bike,Yamaha,2023,2,Bảo hành đại lý,13164,52,16 Ah,Lithium-ion,264,,26.0,Bạc,,,14631000
bike,Pega,2022,3,Hết bảo hành,17521,60,19 Ah,Lithium-ion,509.0,,31,Đen,,,13936000
bike,Giant,2023,2,Bảo hành đại lý,14275.0,55.0,17 Ah,Lithium-ion,268.0,,23,Trắng,,,14890000
bike,Yamaha,2024,1,Còn bảo hành chính hãng,14890,64,20 Ah,Lithium-ion,132,,22,Đỏ,,,18471000
bike,Pega,2018,4,Hết bảo hành,19253,45.0,14 Ah,Lithium-ion,799.0,,30,Đen,,,6475000
bike,Xiaomi,2022,3,Hết bảo hành,15263,39.0,12 Ah,Lithium-ion,545.0,,33,Xanh,,,7550000
bike,Asama,2020,4,Hết bảo hành,19253,72,23 Ah,Lithium-ion,799.0,,28.0,Đen,,,12745000
bike,Giant,2021,4,Hết bảo hành,16442,54,17 Ah,Lithium-ion,733,,33,Vàng,,,9744000
bike,Giant,2025,1,Còn bảo hành chính hãng,4107.0,57.0,17 Ah,Lithium-ion,177.0,,34,Đen,,,15456000
bike,Yamaha,2024,1,Bảo hành đại lý,13367.0,65.0,20 Ah,Lithium-ion,169.0,,28.0,Bạc,,,17965000
bike,Bridgestone,2023,2,Bảo hành đại lý,11025.0,77.0,24 Ah,Lithium-ion,225.0,,28.0,Đen,,,20392000
bike,Xiaomi,2024,1,Còn bảo hành chính hãng,12175.0,52,16 Ah,Lithium-ion,169.0,,33,Xanh,,,15383000
bike,Giant,2020,3,Hết bảo hành,17953,41,13 Ah,Lithium-ion,511,,23,Đỏ,,,8865000
bike,Asama,2025,1,Còn bảo hành chính hãng,2477.0,57.0,18 Ah,Lithium-ion,117.0,,31,Đen,,,16550000
bike,Yamaha,2022,3,Hết bảo hành,18520,47.0,14 Ah,Lithium-ion,493,,31,Đen,,,12771000
bike,Pega,2021,3,Hết bảo hành,15830,68.0,21 Ah,Lithium-ion,410,,28.0,Trắng,,,18872000
bike,Giant,2023,1,Bảo hành đại lý,14521,52,16 Ah,Lithium-ion,175.0,,28.0,Trắng,,,15206000
bike,Asama,2021,3,Hết bảo hành,18274,58.0,18 Ah,Lithium-ion,652,,27.0,Đỏ,,,12224000
bike,Bridgestone,2020,3,Hết bảo hành,15667.0,76.0,24 Ah,Lithium-ion,599.0,,31,Đen,,,16139000
bike,Yamaha,2022,3,Hết bảo hành,17521,55.0,17 Ah,Lithium-ion,441,,33,Đen,,,14330000
bike,Bridgestone,2024,1,Còn bảo hành chính hãng,5006.0,78.0,24 Ah,Lithium-ion,177.0,,23,Xanh,,,21568000
bike,Pega,2023,3,Hết bảo hành,6690,60,18 Ah,Lithium-ion,313,,26.0,Đỏ,,,15155000
bike,Asama,2025,1,Còn bảo hành chính hãng,340,78.0,24 Ah,Lithium-ion,42,,33,Trắng,,,25146000
bike,Giant,2022,2,Hết bảo hành,7724,50,15 Ah,Lithium-ion,368.0,,22,Đen,,,13106000
bike,Ado,2024,1,Còn bảo hành chính hãng,3013,72,22 Ah,Lithium-ion,128.0,,23,Đỏ,,,19875000
bike,Asama,2020,4,Hết bảo hành,19253,33,11 Ah,Lithium-ion,852,,22,Đỏ,,,5000000
bike,Xiaomi,2025,1,Còn bảo hành chính hãng,4967.0,78.0,24 Ah,Lithium-ion,48.0,,28.0,Đen,,,25801000
bike,Yamaha,2023,3,Hết bảo hành,7724,59.0,18 Ah,Lithium-ion,332,,29.0,Xanh,,,15383000
bike,Giant,2020,4,Hết bảo hành,16182,65.0,20 Ah,Lithium-ion,793,,28.0,Đỏ,,,12745000
bike,Xiaomi,2023,3,Hết bảo hành,10515.0,46.0,14 Ah,Lithium-ion,332,,27.0,Đen,,,12771000
bike,Yamaha,2024,1,Còn bảo hành chính hãng,4967.0,77.0,23 Ah,Lithium-ion,169.0,,31,Đen,,,20917000
bike,Bridgestone,2019,4,Hết bảo hành,18820,45.0,14 Ah,Lithium-ion,799.0,,23,Đen,,,6475000
bike,Xiaomi,2022,3,Hết bảo hành,7724,46.0,14 Ah,Lithium-ion,221,,34,Xanh,,,13500000
bike,Asama,2024,1,Còn bảo hành chính hãng,3919.0,78.0,24 Ah,Lithium-ion,155.0,,26.0,Đỏ,,,25801000
bike,Giant,2021,3,Hết bảo hành,8610,62,19 Ah,Lithium-ion,378.0,,24,Xanh,,,15609000
bike,Ado,2018,4,Hết bảo hành,23223,33,11 Ah,Lithium-ion,965.0,,30,Đen,,,5000000
bike,Giant,2025,1,Còn bảo hành chính hãng,4107.0,70,21 Ah,Lithium-ion,42,,32,Bạc,,,19974000
bike,Yamaha,2021,3,Hết bảo hành,4069.0,52,16 Ah,Lithium-ion,177.0,,29.0,Đen,,,15206000
bike,Yamaha,2023,3,Hết bảo hành,7724,50,15 Ah,Lithium-ion,368.0,,25.0,Đen,,,13936000
bike,Xiaomi,2022,3,Hết bảo hành,6690,72,22 Ah,Lithium-ion,285.0,,27.0,Đen,,,18474000
bike,Ado,2020,4,Hết bảo hành,17804,60,19 Ah,Lithium-ion,733,,30,Đỏ,,,9678000
bike,Bridgestone,2025,1,Còn bảo hành chính hãng,4967.0,70,21 Ah,Lithium-ion,35.0,,21,Vàng,,,20088000
bike,Pega,2023,3,Hết bảo hành,10515.0,54,17 Ah,Lithium-ion,307.0,,33,Trắng,,,14330000
bike,Giant,2021,4,Hết bảo hành,15152,68.0,21 Ah,Lithium-ion,602,,21,Đỏ,,,16645000
bike,Pega,2024,1,Còn bảo hành chính hãng,4069.0,68.0,21 Ah,Lithium-ion,141,,26.0,Đen,,,19672000
bike,Xiaomi,2020,4,Hết bảo hành,16442,38.0,12 Ah,Lithium-ion,795.0,,25.0,Trắng,,,5988000
bike,Asama,2025,1,Còn bảo hành chính hãng,340,78.0,24 Ah,Lithium-ion,35.0,,26.0,Bạc,,,25442000
bike,Yamaha,2022,3,Hết bảo hành,9280,50,15 Ah,Lithium-ion,256.0,,25.0,Đỏ,,,14524000
bike,Asama,2019,4,Hết bảo hành,23223,43,13 Ah,Lithium-ion,965.0,,26.0,Vàng,,,5861000
bike,Pega,2023,2,Hết bảo hành,6513,65.0,20 Ah,Lithium-ion,268.0,,23,Đen,,,17700000
bike,Giant,2020,4,Hết bảo hành,20739.0,56.0,17 Ah,Lithium-ion,852,,28.0,Đen,,,8261000
bike,Bridgestone,2024,1,Còn bảo hành chính hãng,4069.0,62,19 Ah,Lithium-ion,122,,33,Đen,,,18029000
bike,Xiaomi,2022,2,Hết bảo hành,8259.0,60,18 Ah,Lithium-ion,221,,33,Đỏ,,,15510000
bike,Yamaha,2025,1,Còn bảo hành chính hãng,2920,75.0,23 Ah,Lithium-ion,29.0,,25.0,Đỏ,,,22097000
bike,Ado,2021,3,Hết bảo hành,7724,68.0,21 Ah,Lithium-ion,285.0,,33,Đen,,,18872000
bike,Bridgestone,2019,4,Hết bảo hành,17804,41,13 Ah,Lithium-ion,646.0,,27.0,Đỏ,,,6650000
bike,Asama,2023,2,Hết bảo hành,7724,47.0,14 Ah,Lithium-ion,256.0,,21,Đen,,,13745000
bike,Yamaha,2020,3,Hết bảo hành,19253,52,16 Ah,Lithium-ion,648.0,,26.0,Đen,,,10729000
bike,Xiaomi,2024,1,Còn bảo hành chính hãng,4256.0,78.0,24 Ah,Lithium-ion,142,,32,Trắng,,,25801000
bike,Giant,2022,2,Hết bảo hành,9280,75.0,23 Ah,Lithium-ion,334,,28.0,Đen,,,20088000
bike,Pega,2020,4,Hết bảo hành,15152,57.0,17 Ah,Lithium-ion,645.0,,29.0,Xanh,,,8865000
bike,Asama,2023,3,Hết bảo hành,8610,49.0,15 Ah,Lithium-ion,307.0,,34,Đỏ,,,13500000
bike,Yamaha,2021,3,Hết bảo hành,9658.0,55.0,17 Ah,Lithium-ion,368.0,,23,Trắng,,,14867000
bike,Ado,2025,1,Còn bảo hành chính hãng,3919.0,78.0,24 Ah,Lithium-ion,132,,29.0,Đen,,,25801000
bike,Bridgestone,2022,3,Hết bảo hành,10515.0,60,18 Ah,Lithium-ion,368.0,,26.0,Đen,,,13797000
bike,Pega,2024,1,Còn bảo hành chính hãng,3464,54,16 Ah,Lithium-ion,42,,21,Bạc,,,15886000
bike,Xiaomi,2022,3,Hết bảo hành,15830,49.0,15 Ah,Lithium-ion,493,,32,Vàng,,,13337000
bike,Giant,2019,4,Hết bảo hành,18520,46.0,14 Ah,Lithium-ion,798.0,,26.0,Trắng,,,6475000
bike,Asama,2024,1,Còn bảo hành chính hãng,4967.0,68.0,21 Ah,Lithium-ion,169.0,,24,Xanh,,,19974000
bike,Xiaomi,2023,3,Hết bảo hành,7724,50,15 Ah,Lithium-ion,285.0,,27.0,Đen,,,14725000
bike,Yamaha,2021,3,Hết bảo hành,13350,69.0,21 Ah,Lithium-ion,410,,26.0,Đỏ,,,18872000
bike,Pega,2020,4,Hết bảo hành,17647.0,52,16 Ah,Lithium-ion,617.0,,33,Đỏ,,,8865000
bike,Pega,2025,1,Còn bảo hành chính hãng,340,77.0,24 Ah,Lithium-ion,36.0,,23,Đen,,,25801000
bike,Giant,2023,2,Hết bảo hành,6994,50,15 Ah,Lithium-ion,221,,33,Đỏ,,,13936000
bike,Pega,2023,2,Hết bảo hành,4839.0,62,19 Ah,Lithium-ion,244,,32,Trắng,,,17066000
bike,Asama,2020,4,Hết bảo hành,19330,43,13 Ah,Lithium-ion,784,,23,Đen,,,6374000
bike,Xiaomi,2025,1,Còn bảo hành chính hãng,410,73,22 Ah,Lithium-ion,12,,21,Đen,,,23306000
bike,Bridgestone,2019,4,Hết bảo hành,21873,41,13 Ah,Lithium-ion,927.0,,32,Đỏ,,,5501000
bike,Pega,2025,1,Còn bảo hành chính hãng,292,78.0,24 Ah,Lithium-ion,29.0,,23,Đen,,,25146000
bike,Asama,2020,4,Hết bảo hành,23170,33,11 Ah,Lithium-ion,903,,33,Xanh,,,5000000
bike,Asama,2023,2,Hết bảo hành,8993,60,18 Ah,Lithium-ion,334,,27.0,Đỏ,,,15510000
bike,Xiaomi,2024,2,Hết bảo hành,5215.0,76.0,23 Ah,Lithium-ion,208.0,,25.0,Trắng,,,20177000
bike,Giant,2020,4,Hết bảo hành,25814,46.0,14 Ah,Lithium-ion,958.0,,27.0,Vàng,,,6374000
bike,Pega,2020,4,Hết bảo hành,18520,39.0,12 Ah,Lithium-ion,883,,25.0,Đỏ,,,5519000
bike,Asama,2025,1,Còn bảo hành chính hãng,121,73,22 Ah,Lithium-ion,26.0,,25.0,Vàng,,,23306000
bike,Xiaomi,2020,4,Hết bảo hành,21783,33,11 Ah,Lithium-ion,927.0,,34,Đen,,,5000000
bike,Giant,2023,2,Hết bảo hành,3508.0,65.0,20 Ah,Lithium-ion,181,,33,Trắng,,,17965000
bike,Xiaomi,2023,3,Hết bảo hành,8610,68.0,21 Ah,Lithium-ion,313,,27.0,Xanh,,,18872000
bike,Yamaha,2025,1,Còn bảo hành chính hãng,101,78.0,24 Ah,Lithium-ion,12,,33,Trắng,,,25146000
bike,Giant,2020,4,Hết bảo hành,27679.0,37.0,12 Ah,Lithium-ion,1035.0,,26.0,Đỏ,,,5000000
bike,Yamaha,2023,2,Hết bảo hành,7724,62,19 Ah,Lithium-ion,221,,31,Đen,,,17066000
bike,Bridgestone,2025,1,Còn bảo hành chính hãng,391,75.0,23 Ah,Lithium-ion,42,,23,Bạc,,,22097000
bike,Giant,2020,4,Hết bảo hành,19330,64,20 Ah,Lithium-ion,883,,26.0,Đen,,,11802000
bike,Pega,2023,2,Hết bảo hành,6513,43,13 Ah,Lithium-ion,244,,21,Đỏ,,,12932000
bike,Giant,2023,2,Hết bảo hành,8993,52,16 Ah,Lithium-ion,307.0,,33,Xanh,,,14631000
bike,Yamaha,2018,4,Hết bảo hành,20739.0,46.0,14 Ah,Lithium-ion,798.0,,28.0,Đen,,,6374000
bike,Xiaomi,2025,1,Còn bảo hành chính hãng,292,73,22 Ah,Lithium-ion,36.0,,34,Đỏ,,,22097000
bike,Asama,2023,3,Hết bảo hành,10515.0,57.0,17 Ah,Lithium-ion,368.0,,24,Trắng,,,14330000
